"SPECIES_NR","TURBOVEG_NAME","KAPLAN_PLUS_NAME","KAPLAN_PLUS_NAME_SIMPLE","AUTHORSHIP","CZECHVEG_ESY_NAME","CZECHVEG_ESY_NAME_SUBSP","PLANT_GROUP"
11084,"Tetraphis pellucida","Tetraphis pellucida","Tetraphis pellucida","Hedw.","Tetraphis pellucida","Tetraphis pellucida","bryophyte"
11085,"Tetraphis species","Tetraphis","Tetraphis","Hedw.","Tetraphis species","Tetraphis","bryophyte"
11086,"Tetraplodon angustatus","Tetraplodon angustatus","Tetraplodon angustatus","(Hedw.) Bruch & Schimp.","Tetraplodon angustatus","Tetraplodon angustatus","bryophyte"
11087,"Tetraplodon blyttii","Tetraplodon blyttii","Tetraplodon blyttii","Frisvoll","Tetraplodon blyttii","Tetraplodon blyttii","bryophyte"
11088,"Tetraplodon mnioides","Tetraplodon mnioides","Tetraplodon mnioides","(Hedw.) Bruch & Schimp.","Tetraplodon mnioides","Tetraplodon mnioides","bryophyte"
11089,"Tetraplodon mnioides var. cavifolius","Tetraplodon mnioides var. cavifolius","Tetraplodon mnioides var. cavifolius","Schimp.","Tetraplodon mnioides var. cavifolius","Tetraplodon mnioides var. cavifolius","bryophyte"
11090,"Tetraplodon mnioides var. mnioides","Tetraplodon mnioides var. mnioides","Tetraplodon mnioides var. mnioides","(Hedw.) Bruch & Schimp.","Tetraplodon mnioides var. mnioides","Tetraplodon mnioides var. mnioides","bryophyte"
11091,"Tetraplodon pallidus","Tetraplodon pallidus","Tetraplodon pallidus","I.Hagen","Tetraplodon pallidus","Tetraplodon pallidus","bryophyte"
11092,"Tetraplodon paradoxus","Tetraplodon paradoxus","Tetraplodon paradoxus","(R.Br.) I.Hagen","Tetraplodon paradoxus","Tetraplodon paradoxus","bryophyte"
11093,"Tetraplodon urceolatus","Tetraplodon urceolatus","Tetraplodon urceolatus","(Hedw.) Bruch & Schimp.","Tetraplodon urceolatus","Tetraplodon urceolatus","bryophyte"
11094,"Tetraplodon species","Tetraplodon","Tetraplodon","Bruch & Schimp.","Tetraplodon species","Tetraplodon","bryophyte"
11095,"Tetrastichium virens","Tetrastichium virens","Tetrastichium virens","(Cardot) S.P.Churchill","Tetrastichium virens","Tetrastichium virens","bryophyte"
11096,"Tetrastichium species","Tetrastichium","Tetrastichium","(Mitt.) Cardot","Tetrastichium species","Tetrastichium","bryophyte"
11097,"Tetrodontium brownianum","Tetrodontium brownianum","Tetrodontium brownianum","(Dicks.) Schwägr.","Tetrodontium brownianum","Tetrodontium brownianum","bryophyte"
11098,"Tetrodontium ovatum","Tetrodontium ovatum","Tetrodontium ovatum","(Funck) Schwägr.","Tetrodontium ovatum","Tetrodontium ovatum","bryophyte"
11099,"Tetrodontium repandum","Tetrodontium repandum","Tetrodontium repandum","(Funck) Schwägr.","Tetrodontium repandum","Tetrodontium repandum","bryophyte"
11100,"Tetrodontium species","Tetrodontium","Tetrodontium","Schwägr.","Tetrodontium species","Tetrodontium","bryophyte"
11101,"Teucrium botrys","Teucrium botrys","Teucrium botrys","L.","Teucrium botrys","Teucrium botrys","vascular"
11102,"Teucrium chamaedrys","Teucrium chamaedrys","Teucrium chamaedrys","L.","Teucrium chamaedrys","Teucrium chamaedrys","vascular"
11103,"Teucrium montanum","Teucrium montanum","Teucrium montanum","L.","Teucrium montanum","Teucrium montanum","vascular"
11104,"Teucrium scordium","Teucrium scordium","Teucrium scordium","L.","Teucrium scordium","Teucrium scordium","vascular"
11105,"Teucrium scorodonia","Teucrium scorodonia","Teucrium scorodonia","L.","Teucrium scorodonia","Teucrium scorodonia","vascular"
11106,"Teucrium scorodonia ssp. scorodonia","Teucrium scorodonia subsp. scorodonia","Teucrium scorodonia subsp. scorodonia","L.","Teucrium scorodonia ssp. scorodonia","Teucrium scorodonia subsp. scorodonia","vascular"
11107,"Teucrium marum","Teucrium marum","Teucrium marum","L.","Teucrium marum","Teucrium marum","vascular"
11108,"Teucrium montanum ssp. jailae","Teucrium montanum subsp. jailae","Teucrium montanum subsp. jailae","(Juz.) Soó","Teucrium montanum ssp. jailae","Teucrium montanum subsp. jailae","vascular"
11109,"Teucrium montanum ssp. montanum","Teucrium montanum subsp. montanum","Teucrium montanum subsp. montanum","L.","Teucrium montanum ssp. montanum","Teucrium montanum subsp. montanum","vascular"
11110,"Teucrium montanum ssp. pannonicum","Teucrium montanum subsp. pannonicum","Teucrium montanum subsp. pannonicum","(A.Kern.) Domin","Teucrium montanum ssp. pannonicum","Teucrium montanum subsp. pannonicum","vascular"
11111,"Teucrium polium","Teucrium polium","Teucrium polium","L.","Teucrium polium","Teucrium polium","vascular"
11112,"Teucrium species","Teucrium","Teucrium","L.","Teucrium species","Teucrium","vascular"
11113,"Thalictrum alpinum","Thalictrum alpinum","Thalictrum alpinum","L.","Thalictrum alpinum","Thalictrum alpinum","vascular"
11114,"Thalictrum aquilegiifolium","Thalictrum aquilegiifolium","Thalictrum aquilegiifolium","L.","Thalictrum aquilegiifolium","Thalictrum aquilegiifolium","vascular"
11115,"Thalictrum flavum","Thalictrum flavum","Thalictrum flavum","L.","Thalictrum flavum","Thalictrum flavum","vascular"
11116,"Thalictrum foetidum","Thalictrum foetidum","Thalictrum foetidum","L.","Thalictrum foetidum","Thalictrum foetidum","vascular"
11117,"Thalictrum lucidum","Thalictrum lucidum","Thalictrum lucidum","L.","Thalictrum lucidum","Thalictrum lucidum","vascular"
11118,"Thalictrum minus","Thalictrum minus","Thalictrum minus","L.","Thalictrum minus","Thalictrum minus","vascular"
11119,"Thalictrum minus agg.","Thalictrum minus agg.","Thalictrum minus agg.","L.","Thalictrum minus agg.","Thalictrum minus agg.","vascular"
11121,"Thalictrum minus ssp. minus ""majus""","Thalictrum minus subsp. minus","Thalictrum minus subsp. minus","L.","Thalictrum minus ssp. minus","Thalictrum minus subsp. minus","vascular"
11122,"Thalictrum minus ssp. minus","Thalictrum minus subsp. minus","Thalictrum minus subsp. minus","L.","Thalictrum minus ssp. minus","Thalictrum minus subsp. minus","vascular"
11123,"Thalictrum minus ssp. pseudominus","Thalictrum minus subsp. pseudominus","Thalictrum minus subsp. pseudominus","(Borbás) Soó","Thalictrum minus ssp. pseudominus","Thalictrum minus subsp. pseudominus","vascular"
11124,"Thalictrum minus ssp. saxatile","Thalictrum minus subsp. saxatile","Thalictrum minus subsp. saxatile","DC. ex Ces.","Thalictrum minus ssp. saxatile","Thalictrum minus subsp. saxatile","vascular"
11126,"Thalictrum simplex","Thalictrum simplex","Thalictrum simplex","L.","Thalictrum simplex ssp. galioides","Thalictrum simplex subsp. galioides","vascular"
11128,"Thalictrum simplex ssp. galioides","Thalictrum simplex subsp. galioides","Thalictrum simplex subsp. galioides","(DC.) Korsh.","Thalictrum simplex ssp. galioides","Thalictrum simplex subsp. galioides","vascular"
11129,"Thalictrum simplex ssp. simplex","Thalictrum simplex subsp. simplex","Thalictrum simplex subsp. simplex",NA,"Thalictrum simplex ssp. simplex","Thalictrum simplex subsp. simplex","vascular"
11130,"Thalictrum minus ssp. minus ""carpaticum""","Thalictrum minus subsp. minus ""carpaticum""","Thalictrum minus subsp. minus ""carpaticum""",NA,"Thalictrum minus ssp. minus ""carpaticum""","Thalictrum minus subsp. minus ""carpaticum""","vascular"
11131,"Thalictrum minus ssp. minus ""elatum""","Thalictrum minus nothosubsp. flexuosum","Thalictrum minus nothosubsp. flexuosum","Syme","Thalictrum minus notho ssp. flexuosum","Thalictrum minus nothosubsp. flexuosum","vascular"
11133,"Thalictrum species","Thalictrum","Thalictrum","L.","Thalictrum species","Thalictrum","vascular"
11134,"Thamnobryum alopecurum","Thamnobryum alopecurum","Thamnobryum alopecurum","(Hedw.) Gangulee","Thamnobryum alopecurum","Thamnobryum alopecurum","bryophyte"
11135,"Thamnobryum angustifolium","Thamnobryum angustifolium","Thamnobryum angustifolium","(Holt ex Hobk.) Nieuwl.","Thamnobryum angustifolium","Thamnobryum angustifolium","bryophyte"
11136,"Thamnobryum cataractarum","Thamnobryum cataractarum","Thamnobryum cataractarum","N.G.Hodgetts & Blockeel","Thamnobryum cataractarum","Thamnobryum cataractarum","bryophyte"
11137,"Thamnobryum species","Thamnobryum","Thamnobryum","Nieuwl.","Thamnobryum species","Thamnobryum","bryophyte"
11138,"Thamnolia subuliformis","Thamnolia subuliformis","Thamnolia subuliformis","(Ehrh.) W.L.Culb.","Thamnolia subuliformis","Thamnolia subuliformis","lichen"
11139,"Thamnolia vermicularis","Thamnolia vermicularis","Thamnolia vermicularis","agg.","Thamnolia vermicularis","Thamnolia vermicularis","lichen"
11140,"Thamnolia vermicularis var. subuliformis","Thamnolia vermicularis var. subuliformis","Thamnolia vermicularis var. subuliformis","(Ehrh.) W.L.Culb.","Thamnolia vermicularis var. subuliformis","Thamnolia vermicularis var. subuliformis","lichen"
11141,"Thamnolia species","Thamnolia","Thamnolia","Ach. ex Schaer.","Thamnolia species","Thamnolia","lichen"
11142,"Thelenella pertusariella","Thelenella pertusariella","Thelenella pertusariella","(Nyl.) Vain.","Thelenella pertusariella","Thelenella pertusariella","lichen"
11143,"Thelenella species","Thelenella","Thelenella","Nyl., 1855","Thelenella species","Thelenella","lichen"
11144,"Thelidium absconditum","Thelidium absconditum","Thelidium absconditum","(Hepp) Kremp.","Thelidium absconditum","Thelidium absconditum","lichen"
11145,"Thelidium abstractum","Thelidium abstractum","Thelidium abstractum",NA,"Thelidium abstractum","Thelidium abstractum","lichen"
11146,"Thelidium aeneovinosum","Thelidium aeneovinosum","Thelidium aeneovinosum","(Nyl.) Hellb.","Thelidium aeneovinosum","Thelidium aeneovinosum","lichen"
11147,"Thelidium aphanes","Thelidium aphanes","Thelidium aphanes","J.Lahm","Thelidium aphanes","Thelidium aphanes","lichen"
11148,"Thelidium arnoldii","Thelidium arnoldii","Thelidium arnoldii","Nyl. ex Mudd","Thelidium arnoldii","Thelidium arnoldii","lichen"
11149,"Thelidium athallinum","Thelidium athallinum","Thelidium athallinum",NA,"Thelidium athallinum","Thelidium athallinum","lichen"
11150,"Thelidium auruntii","Thelidium auruntii","Thelidium auruntii","(A.Massal.) Kremp.","Thelidium auruntii","Thelidium auruntii","lichen"
11151,"Thelidium austriacum","Thelidium austriacum","Thelidium austriacum","Zschacke","Thelidium austriacum","Thelidium austriacum","lichen"
11152,"Thelidium brachysporum","Thelidium brachysporum","Thelidium brachysporum","A.Massal., 1855","Thelidium brachysporum","Thelidium brachysporum","lichen"
11153,"Thelidium cataractarum","Thelidium cataractarum","Thelidium cataractarum","A.Massal.","Thelidium cataractarum","Thelidium cataractarum","lichen"
11154,"Thelidium cinerascens","Thelidium cinerascens","Thelidium cinerascens","(Hepp) Kremp.","Thelidium cinerascens","Thelidium cinerascens","lichen"
11155,"Thelidium decipiens","Thelidium decipiens","Thelidium decipiens","(Hepp) Kremp.","Thelidium decipiens","Thelidium decipiens","lichen"
11156,"Thelidium dionantense","Thelidium dionantense","Thelidium dionantense","(Hue) Zschacke","Thelidium dionantense","Thelidium dionantense","lichen"
11157,"Thelidium gisleri","Thelidium gisleri","Thelidium gisleri","(Müll.Arg.) Zahlbr., 1921","Thelidium gisleri","Thelidium gisleri","lichen"
11158,"Thelidium grummannii","Thelidium grummannii","Thelidium grummannii",NA,"Thelidium grummannii","Thelidium grummannii","lichen"
11159,"Thelidium hazslinszkyi","Thelidium hazslinszkyi","Thelidium hazslinszkyi",NA,"Thelidium hazslinszkyi","Thelidium hazslinszkyi","lichen"
11160,"Thelidium immersum","Thelidium immersum","Thelidium immersum","(Hepp) Kremp.","Thelidium immersum","Thelidium immersum","lichen"
11161,"Thelidium impressum","Thelidium impressum","Thelidium impressum","(Müll.Arg.) Zschacke","Thelidium impressum","Thelidium impressum","lichen"
11162,"Thelidium incavatum","Thelidium incavatum","Thelidium incavatum","Nyl. ex Mudd","Thelidium incavatum","Thelidium incavatum","lichen"
11163,"Thelidium kovarianum","Thelidium kovarianum","Thelidium kovarianum",NA,"Thelidium kovarianum","Thelidium kovarianum","lichen"
11164,"Thelidium lahmianum","Thelidium lahmianum","Thelidium lahmianum","A.Massal., 1855","Thelidium lahmianum","Thelidium lahmianum","lichen"
11165,"Thelidium minimum","Thelidium minimum","Thelidium minimum","(A.Massal. ex Nyl.) Arnold","Thelidium minimum","Thelidium minimum","lichen"
11166,"Thelidium minutulum","Thelidium minutulum","Thelidium minutulum","Körb.","Thelidium minutulum","Thelidium minutulum","lichen"
11167,"Thelidium nadvornikii","Thelidium nadvornikii","Thelidium nadvornikii",NA,"Thelidium nadvornikii","Thelidium nadvornikii","lichen"
11168,"Thelidium olivaceum","Thelidium olivaceum","Thelidium olivaceum","(Schaer.) Körb.","Thelidium olivaceum","Thelidium olivaceum","lichen"
11169,"Thelidium papulare","Thelidium papulare","Thelidium papulare","(Fr.) Arnold","Thelidium papulare","Thelidium papulare","lichen"
11170,"Thelidium parvulum","Thelidium parvulum","Thelidium parvulum","Körb.","Thelidium parvulum","Thelidium parvulum","lichen"
11171,"Thelidium punctatum","Thelidium punctatum","Thelidium punctatum","A.Massal., 1855","Thelidium punctatum","Thelidium punctatum","lichen"
11172,"Thelidium pyrenophorum","Thelidium pyrenophorum","Thelidium pyrenophorum","(Ach.) Mudd","Thelidium pyrenophorum","Thelidium pyrenophorum","lichen"
11173,"Thelidium quinqueseptatum","Thelidium quinqueseptatum","Thelidium quinqueseptatum","(Nyl.) R.C.Harris","Thelidium quinqueseptatum","Thelidium quinqueseptatum","lichen"
11174,"Thelidium scopolianum","Thelidium scopolianum","Thelidium scopolianum",NA,"Thelidium scopolianum","Thelidium scopolianum","lichen"
11175,"Thelidium stenosporum","Thelidium stenosporum","Thelidium stenosporum",NA,"Thelidium stenosporum","Thelidium stenosporum","lichen"
11176,"Thelidium submethorium","Thelidium submethorium","Thelidium submethorium","(Vain.) Zahlbr.","Thelidium submethorium","Thelidium submethorium","lichen"
11177,"Thelidium subsimplex","Thelidium subsimplex","Thelidium subsimplex",NA,"Thelidium subsimplex","Thelidium subsimplex","lichen"
11178,"Thelidium suzaeanum","Thelidium suzaeanum","Thelidium suzaeanum","(Servít) Servít","Thelidium suzaeanum","Thelidium suzaeanum","lichen"
11179,"Thelidium tiroliense","Thelidium tiroliense","Thelidium tiroliense",NA,"Thelidium tiroliense","Thelidium tiroliense","lichen"
11180,"Thelidium umbrosum","Thelidium umbrosum","Thelidium umbrosum","A.Massal.","Thelidium umbrosum","Thelidium umbrosum","lichen"
11181,"Thelidium ungeri","Thelidium ungeri","Thelidium ungeri","Flot. ex Körb.","Thelidium ungeri","Thelidium ungeri","lichen"
11182,"Thelidium velutinum","Thelidium velutinum","Thelidium velutinum","(Bernh.) Körb.","Thelidium velutinum","Thelidium velutinum","lichen"
11183,"Thelidium zahlbruckneri","Thelidium zahlbruckneri","Thelidium zahlbruckneri",NA,"Thelidium zahlbruckneri","Thelidium zahlbruckneri","lichen"
11184,"Thelidium zwackhii","Thelidium zwackhii","Thelidium zwackhii","(Hepp) A.Massal.","Thelidium zwackhii","Thelidium zwackhii","lichen"
11185,"Thelidium species","Thelidium","Thelidium","A.Massal., 1855","Thelidium species","Thelidium","lichen"
11186,"Thelignya lignyota","Thelignya lignyota","Thelignya lignyota","(Wahlenb.) P.M.Jørg. & Henssen","Thelignya lignyota","Thelignya lignyota","lichen"
11187,"Thelignya species","Thelignya","Thelignya","A.Massal.","Thelignya species","Thelignya","lichen"
11188,"Thelocarpon epibolum","Thelocarpon epibolum","Thelocarpon epibolum","Nyl.","Thelocarpon epibolum","Thelocarpon epibolum","lichen"
11189,"Thelocarpon epilobum var. epilobum","Thelocarpon epilobum var. epilobum","Thelocarpon epilobum var. epilobum","Nyl.","Thelocarpon epilobum var. epilobum","Thelocarpon epilobum var. epilobum","lichen"
11190,"Thelocarpon epilobum var. epithallinum","Thelocarpon epilobum var. epithallinum","Thelocarpon epilobum var. epithallinum","Nyl.","Thelocarpon epilobum var. epithallinum","Thelocarpon epilobum var. epithallinum","lichen"
11191,"Thelocarpon impressellum","Thelocarpon impressellum","Thelocarpon impressellum","Nyl.","Thelocarpon impressellum","Thelocarpon impressellum","lichen"
11192,"Thelocarpon intermediellum","Thelocarpon intermediellum","Thelocarpon intermediellum","Nyl.","Thelocarpon intermediellum","Thelocarpon intermediellum","lichen"
11193,"Thelocarpon laureri","Thelocarpon laureri","Thelocarpon laureri","(Flot.) Nyl.","Thelocarpon laureri","Thelocarpon laureri","lichen"
11194,"Thelocarpon lichenicola","Thelocarpon lichenicola","Thelocarpon lichenicola","(Fuckel) Poelt & Hafellner","Thelocarpon lichenicola","Thelocarpon lichenicola","lichen"
11195,"Thelocarpon olivaceum","Thelocarpon olivaceum","Thelocarpon olivaceum","B.de Lesd.","Thelocarpon olivaceum","Thelocarpon olivaceum","lichen"
11196,"Thelocarpon saxicola","Thelocarpon saxicola","Thelocarpon saxicola","(Zahlbr.) H.Magn.","Thelocarpon saxicola","Thelocarpon saxicola","lichen"
11197,"Thelocarpon strasseri","Thelocarpon strasseri","Thelocarpon strasseri","Zahlbr.","Thelocarpon strasseri","Thelocarpon strasseri","lichen"
11198,"Thelocarpon superellum","Thelocarpon superellum","Thelocarpon superellum","Nyl.","Thelocarpon superellum","Thelocarpon superellum","lichen"
11199,"Thelocarpon vicinellum","Thelocarpon vicinellum","Thelocarpon vicinellum","Nyl., 1853","Thelocarpon vicinellum","Thelocarpon vicinellum","lichen"
11200,"Thelocarpon species","Thelocarpon","Thelocarpon","Nyl., 1853","Thelocarpon species","Thelocarpon","lichen"
11201,"Thelomma ocellatum","Thelomma ocellatum","Thelomma ocellatum","(Flot. ex Körb.) M.Prieto & Wedin","Thelomma ocellatum","Thelomma ocellatum","lichen"
11202,"Thelomma species","Thelomma","Thelomma","A.Massal., 1860","Thelomma species","Thelomma","lichen"
11203,"Thelopsis flaveola","Thelopsis flaveola","Thelopsis flaveola","Arnold","Thelopsis flaveola","Thelopsis flaveola","lichen"
11204,"Thelopsis lojkana","Thelopsis lojkana","Thelopsis lojkana","Nyl.","Thelopsis lojkana","Thelopsis lojkana","lichen"
11205,"Thelopsis melathelia","Thelopsis melathelia","Thelopsis melathelia","Nyl.","Thelopsis melathelia","Thelopsis melathelia","lichen"
11206,"Thelopsis rubella","Thelopsis rubella","Thelopsis rubella","Nyl.","Thelopsis rubella","Thelopsis rubella","lichen"
11207,"Thelopsis species","Thelopsis","Thelopsis","Nyl.","Thelopsis species","Thelopsis","lichen"
11208,"Thelotrema lepadinum","Thelotrema lepadinum","Thelotrema lepadinum","(Ach.) Ach.","Thelotrema lepadinum","Thelotrema lepadinum","lichen"
11209,"Thelotrema species","Thelotrema","Thelotrema","Ach.","Thelotrema species","Thelotrema","lichen"
11210,"Thelypteris limbosperma","Oreopteris limbosperma","Oreopteris limbosperma","(All.) Holub","Oreopteris limbosperma","Oreopteris limbosperma","vascular"
