"REFERENCE","REFERENCE_AUTHOR","REFERENCE_YEAR","REFERENCE_TITLE","REFERENCE_JOURNAL"
403092,"Neuhäuslová-Novotná Z.",1964,"Zur Charakteristik der Carpinion-Gesellschaften in der Tschechoslowakei.","Preslia, Praha, 36: 38-54."
403093,"Samek V.",1957,"Smíšené bučiny Brdských Hřebenů.","Sborn. Čs. Akad. Zeměd. Věd, Praha, Lesn., 3 ( 30): 537-546."
403094,"Skalický V.",1955,"Rekonstrukce přirozených lesních porostů Branžovského hvozdu.","Ochr. Přír., Praha, 10: 143-148."
403095,"Vaněček J.",1952,"Rostlinná společenstva lesů jehličnatých na Horažďovicku.","Ochr. Přír., Praha, 7: 28-32."
403096,"Ambrož J.",1927,"Borovice rašelinná (Pinus uncinata Willkomm) v Jižních Čechách.","Lesn. Pr., Písek, 6: 369-374."
403097,"Ambrož J.",1927,"Rašelina na ostrůvku rybníka Mal. Tisého u Třeboně.","Věda Přír., Praha, 8: 157-158."
403098,"Ambrož J.",1929,"Eutrofní rašeliny v již. Čechách.","Věda Přír., Praha, 10: 139-141."
403099,"Březina P.",1956,"Přirozené porosty blatky (Pinus mugo - subsp. uncinata, var. rotundata, f. pyramidata Hartig.) na blatech v Třeboňské pánvi.","Ochr. Přír., Praha, 11: 44-47."
403100,"Březina P.",1964,"Lesní společenstva třeboňských blat a ztráty vzniklé jejich těžením.","Lesn. Čas. [CZ/SK], 10: 401-420."
403101,"Hejný S.",1946,"K dnešnímu stavu rozšíření některých rašelinných prvků na Protivínsku a Vodňansku.","Čas. Nár. Mus., Praha, sect. natur., 115: 114-119."
403103,"Málek J.",1969,"Návrh třídění lesních biocenóz na rašelinách.","Inform. ÚHÚL, Brandýs n. L., 1: 8-11."
403105,"Moravec J.",1966,"Zur Syntaxonomie der Carex davalliana-Gesellschaften.","Folia Geobot. Phytotax., Praha, 1: 3-25."
403106,"Pacltová B.",1957,"Rašeliny na Černé hoře a dějiny lesa ve východních Krkonoších.","Ochr. Přír., Praha, 12: 65-83."
403107,"Pohořal J.",1961,"Šumavské rašeliniště v pramenné oblasti Otavy.","Ochr. Přír., Praha, 16: 101-104."
403108,"Puchmajerová M.",1929,"Les tourbi?res de la haute chaine des Krkonoše et du massif central de la Jizera.","Spisy Přírod. Fak. Karl. Univ., Praha, 89: 1-24."
403109,"Skalický V. et Vaněček J.",1970,"Příspěvek ke květeně a k vegetaci jezera Pleso a jeho okolí.","Chrán. Krajin. Obl. Šumava, Zprav., 11: 25-30."
403110,"Ambrož  J.",1936,"Státní reservace na Weidmannově ostrově v rybníku Malém Tisém na Třeboňsku.","Krása Našeho Domova, Praha, 28: 66-68."
403112,"Domin K.",1926,"Geobotanické exkurse po Čechách v roce 1925.","Spisy Přírod. Fak. Karl. Univ., Praha, 59: 1-46."
403113,"Hadač E.",1948,"Rostlinstvo Soosu u Františkových Lázní.","Ochr. Přír., Praha, 3: 27-31."
403114,"Skalický V.",1967,"Návrh státní přírodní reservace ,,Olšina'.","Chrán. Krajin. Obl. Šumava, Zprav., 4: 33."
403115,"Šebek S.",1957,"Rašelinová louka u rybníka 'Sladovnický'.","Ochr. Přír., Praha, 12: 90."
403116,"Šrámek-Hušek R.",1941,"O některých přírodních zajímavostech Pardubicka hodných ochrany.","Krása Našeho Domova, Praha, 33: 111-114 et 139-140."
403117,"Ambrož J.",1951,"Lesy středního a jižního českého okrsku Českomoravské vysočiny.","Lesn. Pr., Písek, 30: 1-8."
403118,"Domin K.",1931,"Československé bučiny. Studie geobotanická.","Sborn. Výzk. Úst. Zeměd. RČS, Praha, 70: 1-87."
403119,"Domin K.",1932,"The beech forests of Czechoslovakia.","In: Rübel E. [red.], Die Buchenwälder Europas, 8: 63-167, Veröff. Geobot. Inst. Rübel in Zürich, Verlag Hans Huber, Bern."
403120,"Dušek O.",1948,"Nástin květeny dolního Povltaví.","Acta Fac. Rer. Natur. Univ. Carol., Summa Dissertationum, 194: 64-67."
403121,"Hilitzer A.",1927,"Tisový háj na Nestřebu.","Věda Přír., Praha, 8: 240-245."
403122,"Horák J.",1967,"Waldtypen der Pavlovské kopce (Pollauer Berge). I. Teil: Boden und Bodenmilieu.","Sborn. Vys. Šk. Zeměd. Brno, ser. C, 36: 21-52."
403123,"Husová M.",1969,"Sukzession der Waldphytozönosen im Zusammenhang mit der Bodenetwicklung auf Amphiboliten.","In: Tüxen R. [red.], Experimentelle Pflanzensoziologie, p. 198-205, ed. Verlag W. Junk, The Hague."
403124,"Málek J.",1970,"Entwicklung der Wälder Südwestmährens unter dem Einfluss des Menschen.","Acta Sci. Natur. Acad. Sci. Bohemoslov., Brno, 4/5: 1-45."
403125,"Martinec T.",1934,"Lesní společenstva v Chřibech. I. Bučiny.","Věda Přír., Praha, 15: 119-120."
403126,"Moravcová-Husová M.",1964,"Příspěvek k ekologii listnatých lesů v jižní části Středočeské žulové hornatiny.","Preslia, Praha, 36: 55-63."
403127,"Neuhäusl R.",1956,"Die ostsudetischen krautreichen Buchenwälder und ihre Beziehungen zum Fagetum boreo-atlanticum.","Preslia, Praha, 31: 385-393."
403128,"Neuhäusl R.",1963,"Die Waldgesellschaften der ostschlesischen Tiefebene.","Preslia, Praha, 35: 65-72."
403129,"Neuhäusl R.",1963,"Fytocenologický materiál z navrhované stát. přír. reservace na Jezevčím vrchu v Lužických horách.","Sborn. Severočes. Mus., Liberec, Přír. Vědy, 2: 99-103."
403130,"Neuhäusl R.",1969,"Phytozönotische Untersuchung der Tschechoslowakischen Buchenwälder.","Vegetatio, Haag, 16: 298-306."
403131,"Neuhäusl R. et Neuhäuslová-Novotná Z.",1968,"Übersicht der Carpinion-Gesellschaften der Tschechoslowakei.","Feddes Repert., Berlin, 78: 39-56."
403132,"Neuhäuslová-Novotná Z.",1963,"K problematice fytocenologického třídění habrových doubrav.","Biológia, Bratislava, 18: 663-673."
403133,"Pišta F.",1961,"Půdní a porostní poměry Blanského lesa a okolí (jižní Čechy).","Sborn. Čs. Akad. Zeměd. Věd, Praha, Lesn., 7 ( 34): 165-186."
403135,"Preis K.",1938,"Ein Beitrag zur Kenntnis unserer Buchenwälder.","Natur u. Heimat, Aussig [Ústí nad Labem], 9: 106-111."
403136,"Sofron J.et Štěpán J.",1967,"Vegetační poměry stěn Šumavských karů.","In: Problematika botanického výzkumu Šumavy ve vztahu k ochraně přírody, p. 26-27, ed. KSSPPOP, Plzeň."
403137,"Šimr J.",1931,"Po stopách orchidejových luk na levém břehu Labe.","Čas. Nár. Mus., Praha, sect. natur., 105: 39-47."
403138,"Šimr J.",1935,"Přírodní památky Milešovského středohoří a návrh na její ochranu.","Krása Našeho Domova, Praha, 27: 42-45."
403139,"Šmarda F.",1960,"Laubwälder des Gebirges Ždánický les (Steinitzer Wald) und seines Vorlandes (Mähren).","Čes. Mykol., Praha, 14: 108-121."
403140,"Vorel J.",1961,"Lesní typy na výzkumné ploše na Kleti.","Sborn. Vys. Šk. Zeměd. Brno, ser. C, 1-2: 93-122."
403141,"Aellen P. et Grüll F.",1969,"Über die Verbreitung der Gattung Chenopodium und Atriplex auf dem Brünner Stadtgebiet und ihre Stellung in den Ruderalzönosen.","Čas. Morav. Mus. Brno, 54: 103-114."
403142,"Kopecký K.",1967,"Die flussbegleitende Neophytengesellschaft Impatienti-Solidaginetum in Mittelmähren.","Preslia, Praha, 39: 151-166."
403143,"Domin K.",1940,"O proměnlivosti tisu (Taxus baccata L.) a o t. zv. Netřebském tisovém háji.","Lesn. Pr., Písek, 19: 293-318."
403144,"Klečka A.",1935,"Příspěvek k synekologii nardet.","Sborn. Čs. Akad. Zeměd., Praha, 10: 586-589."
403145,"Klečka A.",1936,"Příspěvek k studiu travinného porostu pasek v oblasti Blanského lesa.","Sborn. Čs. Akad. Zeměd., Praha, 11: 601-605."
403147,"Ambrož Z. et Balátová-Tuláčková E.",1962,"Biologická a humusová složka půdy v lučních fytocenózách údolí řeky Opavy ve vztahu k stanovišti a porostu.","Přírod. Čas. Slez., Praha, 23: 161-174."
403148,"Balátová-Tuláčková E.",1963,"Abhängigkeit einiger Magnocaricetalia- und Molinietalia-Gesellschaften vom Pufferungsvermögen ihrer Böden.","Biológia, Bratislava, 18: 713-729."
403149,"Balátová-Tuláčková E.",1965,"Cnidion venosi, ein neuer Molinietalia-Verband (Vorläufige Mitteilung).","Biológia, Bratislava, 20: 294-296."
403150,"Balátová-Tuláčková E.",1968,"Einige Molinietalia-Gesellschaften und ihrer Bedeutung für die Landschaftsökologie.","In: Tüxen R. [red.], Pflanzensoziologie und Landschaftsökologie, p. 247-251, ed. W. Junk, Den Haag."
403151,"Balátová-Tuláčková E.",1969,"Zur Kenntnis des tschechoslowakischen Serratulo-Plantaginetum altissimae Ilijanić 1967.","Acta Bot. Croat., Zagreb, 28: 31-38."
403152,"Güttler E.",1938,"Úpolínové a pryskyřníkové louky v Doupovských horách.","Příroda, Brno, 31: 171-173."
403155,"Bednář V.",1959,"Předběžné sdělení o vlivu sněhové pokrývky na vegetaci v Hrubém Jeseníku.","Sborn. Vys. Šk. Pedag. Olomouc - Přír. Vědy, 7/3: 41-44."
403157,"Mráz K.",1953,"Stanovištní typy a jejich degradační stadia v okolí Velkých Popovic.","Pr. Výzk. Úst. Lesn. ČSR [CZ], 3: 375-428."
403158,"Mráz K.",1957,"Waldkundliche Untersuchungen im Mittelböhmischen Bergland und Erfahrungen mit der Anwendung statistischer Maschinen bei der synthetischen Bearbeitung.","Arch. Forstw., 6 B/2-3: 109-191."
403159,"Jeník J.",1959,"Kurzgefasste Übersicht der Theorie der anemo-orographischen Systeme.","Preslia, Praha, 31: 337-357."
403160,"Krajina V.",1939,"Halofyty na území býv. ČSR.","Věda Přír., Praha, 19: 237-242."
403161,"Válek B.",1962,"Das Humusmaximum der Differentialthermokurven aus Bodenproben von verschiedenen Pflanzenbeständen.","In: Studies about Humus, Symposium Humus and Plant, p. 341-345, ed. Publishing house of the Czechoslovak Academy of Sciences, Praha."
403163,"Šmarda J.",1938,"Příspěvky k rozšíření játrovek v Československu.","Věstn. Král. Čes. Společ. Nauk, Praha, 5: 1-23 (separ. 1938)."
403164,"Šmarda J.",1947,"Mechová a lišejníková společenstva ČSR. Část I.","Čas. Zem. Muz. Brno, 31: 39-88."
403165,"Svoboda P.",1947,"Největší evropské naleziště tisů.","Ochr. Přír., Praha, 2: 65-71."
403166,"Fiala K., Tůma I., Jandák J. et Zelená V.",1996,"Basic characteristics of studied sites in the Moravian-Silesian Beskydy Mts.","In: Fiala K. [red.], Grass Ecosystems of Deforested Areas in the Beskydy Mts., p. 13-28, ed. Academy of Sciences of the Czech republic, Brno."
403167,"Melichar V., Pohlová R., Petřík P., Vařeka J., Suchara I. et Kovář P.",1998,"The changes in winter ecology of a small water catchment area 'U dvou louček' (Orlické hory Mts, E Bohemia) deforested under the impact of atmospheric pollution.","Novit. Bot. Univ. Carol., Praha, 12: 89-106."
403168,"Neuhäuslová Z. et Wild J.",2001,"Clearing communities dominated by Calamagrostis villosa in the Czech Republic.","Biológia, Bratislava, 56: 389-404."
403169,"Rektoris L., Šustr P. et Kovář P.",1995,"Winter hydrometeorological relations of a small water catchment area 'U dvou louček' in the Orlické hory Mountains influenced by atmospheric pollution.","Lesnictví, Praha,  41: 265-272."
444501,"Juřička J. et Juřičková K.",2008,"Inventarizace flóry a vegetace Přírodní památky Mlýnský potok a Uhlířky (CHKO Žďárské vrchy).","Acta Rer. Natur., Jihlava, 4: 31-42."
444502,"Juřička J. et Juřičková K.",2008,"Inventarizace flóry a vegetace Přírodní rezervace Branty.","Acta Rer. Natur., Jihlava, 5: 133-146."
444503,"Juřička J. et Juřičková K.",2009,"Inventarizace flóry a vegetace Přírodní památky Suché kopce.","Acta Rer. Natur., Jihlava, 7: 75-88."
445458,"Balátová-Tuláčková E.",1981,"Beitrag zur Syntaxonomie der Wiesen-Hochstaudengesellschaften.","In: Dierschke H. [red.], Syntaxonomie, Ber. Int. Symp. IVV Rinteln 1980, p. 375-384, ed. J. Cramer, Vaduz."
445461,"Balátová-Tuláčková E. et Knežević M.",1975,"Beitrag zur Kenntnis der Überschwemmungswiesen in der Drava- und Karašica-Aue (Nord-Jugoslawien).","Acta Bot. Croat., Zagreb, 34: 63-80."
450007,"Jehlík V.",1989,"Cynodonto dactyloni-Atriplicetum tataricae und Conyzo canadensis-Cynodontetum dactyloni - zwei pannonische Ruderalgesellschaften auch in Böhmen.","Preslia, Praha, 61: 245-258."
450008,"Pyšek P. et Pyšek A.",1988,"Die Vegetation der Betriebe des östlichen Teiles von Praha. 2. Vegetationsverhältnisse.","Preslia, Praha, 60: 349-365."
450009,"Kopecký K.",1984,"Die Ruderalpflanzengesellschaften im südwestlichen Teil von Praha (6).","Preslia, Praha, 56: 55-72."
450010,"Grüll F.",1982,"Málo známá pionýrská společenstva rostlin na obnažených půdách stavenišť města Brna.","Preslia, Praha, 54: 149-166."
450011,"Kopecký K.",1982,"Die Ruderalpflanzengesellschaften im südwestlichen Teil von Praha 4.","Preslia, Praha, 54: 123-139."
450012,"Kopecký K.",1983,"Die Ruderalpflanzengesellschaften im südwestlichen Teil von Praha 5.","Preslia, Praha, 55: 289-298."
450013,"Grüll F. et Kopecký K.",1983,"Málo známá antropogenní rostlinná společenstva města Brna.","Preslia, Praha, 55: 235-243."
450014,"Jehlík V.",1971,"Die Vegetationsbesiedlung der Dorftrümmer in Nordböhmen.","Rozpr. Čs. Akad. Věd, Praha, ser. math.-natur., 81/2: 1-91."
450015,"Grüll F.",1981,"Fytocenologická charakteristika ruderálních společenstev na území města Brna.","Academia, Praha, 168 p."
452001,"Toman M.",1975,"Materiál k fytocenologii společenstev třídy Festuco-Brometea na Pavlovských kopcích (jižní Morava).","Zborn. Pedag. Fak. Prešov Univ. P. J. Šafárika Košice, Prír. Vedy, 14/1: 127-134."
452002,"Klika J.",1931,"Studien über die xerotherme Vegetation Mitteleuropas I. - Die Pollauer Berge im südlichen Mähren.","Beih. Bot. Cbl., Jena, sect. B, 47: 343-398."
452003,"Danihelka J. et Šmarda P.",2001,"Triglochin maritima na Slanisku u Nesytu.","Zpr. Čes. Bot. Společ., Praha, 36: 45-47."
452004,"Danihelka J. et Rotreklová O.",2001,"Achillea pratensis - a recently recognized species of the Czech flora.","Preslia, Praha, 73: 1-27."
455001,"Rafajová M.",1998,"Přirozená a polopřirozená vegetace údolí Jevišovky.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
458501,"Balátová-Tuláčková E.",1987,"Beitrag zur Kenntnis der Feuchtwiesen des Gebirges Hostýnské vrchy.","Tuexenia, Göttingen, 7: 199-213."
458502,"Balátová-Tuláčková E.",1991,"Feuchtwiesen des Brdy-Berglandes und seiner Randgebiete (Mittelböhmen).","Folia Geobot. Phytotax., Praha, 26: 1-79."
458503,"Balátová-Tuláčková E. et Ondráčková S.",1993,"Vlhké louky Třebíčska.","Přírod. Sborn. Západomorav. Muz. Třebíč, 19: 59-86."
458504,"Neuhäusl R. et Neuhäuslová Z.",1989,"Polopřirozená travinná a vysokobylinná vegetace Železných hor.","Stud.  ČSAV, Praha, 1989/21: 1-200."
458505,"Neuhäusl R. et Neuhäuslová-Novotná Z.",1975,"Příspěvek k charakteristice společenstev s Filipendula ulmaria v kolinním a submontánním stupni Českých zemí.","Preslia, Praha, 47: 335-346."
458512,"Harčarik J.",1991,"Nástin vegetace lesních pramenišť západní části Krkonoš - povodí Mumlavy.","Ms. [Dipl. pr., depon. in: PřF UK, Praha.]"
458516,"Hadač E. et al.",1986,"Čtyři mokřadní rostlinná společenstva Bukovských vrchů na SV Slovensku.","Preslia, Praha, 58: 339-358."
458517,"Neuhäuslová Z.",1995,"Paseková vegetace Železných hor.","Železné hory. Sborn. Pr., Nasavrky, 2: 1-102."
458518,"Hadač E. et Soldán Z.",1989,"Rostlinná společenstva pramenišť a horských potoků v Bukovských vrších na severovýchodním Slovensku.","Preslia, Praha, 61: 343-353."
459001,"Klika J.",1953,"Fytocenologická studia lesních společenstev Českého středohoří.","Rozpr. Čs. Akad. Věd, Praha, ser. math.-natur., cl. 22, 61/15: 1-50."
459002,"Samek V.",1960,"Lesy středního Povltaví. Část II.","Pr. Výzk. Úst. Lesn., 18: 89-140."
459003,"Zlatník A.",1925,"Les associations de la végétation des Krkonoše et le pH.","Věstn. Král. Čes. Společ. Nauk, Praha, 10: 1-67."
459004,"Klika J. et Šmarda J.",1940,"Horská lesní reservace na Žákově hoře u Žďáru v Českomoravské vysočině.","Krása Našeho Domova, Praha, 32: 25-30, 42-44."
459005,"Klika J.",1941,"Rostlinosociologická studie křivoklátských lesů.","Věstn. Král. Čes. Společ. Nauk, Praha, 3: 1-46."
459006,"Moravec J.",1974,"Zusammensetzung und Verbreitung des Dentario enneaphylli-Fagetum in der Tschechoslowakei.","Folia Geobot. Phytotax., Praha, 9: 113-152."
459007,"Moravec J.",1977,"Die submontanen krautreichen Buchenwälder auf Silikatböden der westlichen Tschechoslowakei.","Folia Geobot. Phytotax., Praha, 12: 121-166."
459008,"Moravec J.",1979,"Das Violo reichenbachianae-Fagetum - eine neue Buchenwaldassoziation.","Phytocoenologia, Stuttgart, 6: 484-504."
459009,"Husová M.",1968,"Tannenmischwälder und Schuttwälder im Tal der mittleren Lužnice und oberen Moldau in Südböhmen, Tschechoslowakei.","Folia Geobot. Phytotax., Praha, 3: 143-182."
459012,"Moravcová-Husová M.",1963,"Beitrag zur phytozönologischen Charakteristik der Wälder im südlichen Teil des mittelböhmischen Granit-Hügellandes.","Preslia, Praha, 35: 316-326."
459013,"Husová M.",1973,"Die Schluchtwälder des Gebirges Hrubý Jeseník (Hohes Gesenke).","Folia Geobot. Phytotax., Praha, 8: 341-366."
459014,"Mráz K.",1959,"Příspěvek k poznání původnosti smrku a jedle ve vnitrozemí Čech.","Pr. Výzk. Úst. Lesn., 17: 135-180."
459015,"Husová M.",1983,"Zur Syntaxonomie des Deschampsio flexuosae-Abietetum Husová 1968.","Folia Geobot. Phytotax., Praha, 18: 225-246."
459017,"Sofron J.",1990,"Přirozená a polopřirozená rostlinná společenstva Českého lesa.","Stud.  ČSAV, Praha, 1990/17: 1-136."
459018,"Blažková D.",1973,"Louky severního a východního okraje Hrubého Jeseníku.","Campanula, Ostrava, 4: 125-141."
459019,"Mikyška R.",1944,"Lesy na Plzeňsku. Studie rostlinosociologická a ekologická.","Věstn. Král. Čes. Společ. Nauk, Praha, cl. math.-natur., 13: 1-60."
459020,"Sedláčková M.",1980,"Floristická a fytocenologická charakteristika státní přírodní rezervace Trojačka (Moravskoslezské Beskydy).","Čas. Slez. Muz. Opava, ser. A, 29: 37-51."
459021,"Švendová K.",1975,"Fytocenologická studie rezervace ,,Mionší' v Beskydech.","Čas. Slez. Muz. Opava, ser. C, 24: 153-172."
459022,"Mikyška R.",1972,"Die Wälder der böhmischen mittleren Sudeten und ihrer Vorberge (Pflanzensoziologische Studie).","Rozpr. Čs. Akad. Věd, Praha, ser. math.-natur., 82/3: 1-162."
459023,"Husová M.",1968,"Synökologische Studie der Waldgesellschaften auf Amphibolitgesteinen.","In: Vegetace ČSSR, Praha, ser. A, ed. Academia, Praha."
459024,"Mráz K.",1965,"Rostlinstvo lesních oblastí střední části Českomoravské vrchoviny.","Lesn. Čas. [CZ/SK], 9: 855-878."
459025,"Hédl R.",1995,"Přirozené bukové lesy Rychlebských hor, stabilizace a zvětšování jejich porostů.","Ms. [Dis. pr., depon. in: knih. Úst. bot. a zool. PřF MU, Brno.]"
459026,"Sýkora T.",1967,"Fytocenologický rozbor bukových lesů v Ještědském pohoří.","Ms. [Dipl. pr., depon. in: PřF UK, Praha.]"
459027,"Moravcová-Husová M.",1966,"Die Buchenwälder des Gebirges 'Písecké hory''.","Preslia, Praha, 38: 65-77."
